Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A10001_001,SE_A18009_001,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008
"060379173043000572301","08000US060379173043000572301","Census Tract 5723.01 (part), Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5723.01 (part), Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005600",,,,,"06","037","91730","43000","0643000","572301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990,1055,1279,1234,928,306,32,0,0,0,0,13,96.48,72.56,23.92,2.5,0,0,0,0,1.02
"060379173043000572302","08000US060379173043000572302","Census Tract 5723.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5723.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005601",,,,,"06","037","91730","43000","0643000","572302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899,1188,1678,1507,1374,133,84,0,0,11,0,76,89.81,81.88,7.93,5.01,0,0,0.66,0,4.53
"060379173043000572400","08000US060379173043000572400","Census Tract 5724, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5724, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005602",,,,,"06","037","91730","43000","0643000","572400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,1647,513,472,424,48,0,0,0,0,0,41,92.01,82.65,9.36,0,0,0,0,0,7.99
"060379173043000572500","08000US060379173043000572500","Census Tract 5725, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5725, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005603",,,,,"06","037","91730","43000","0643000","572500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1342,518,1043,873,745,128,148,0,0,22,0,0,83.7,71.43,12.27,14.19,0,0,2.11,0,0
"060379173043000572600","08000US060379173043000572600","Census Tract 5726, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5726, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005604",,,,,"06","037","91730","43000","0643000","572600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315,1265,2636,2307,1929,378,209,0,22,26,0,72,87.52,73.18,14.34,7.93,0,0.83,0.99,0,2.73
"060379173043000572700","08000US060379173043000572700","Census Tract 5727, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5727, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005605",,,,,"06","037","91730","43000","0643000","572700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392,1008,2770,2482,1891,591,45,0,42,16,11,174,89.6,68.27,21.34,1.62,0,1.52,0.58,0.4,6.28
"060379173043000572800","08000US060379173043000572800","Census Tract 5728, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5728, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005606",,,,,"06","037","91730","43000","0643000","572800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,624,200,117,102,15,52,0,0,8,0,23,58.5,51,7.5,26,0,0,4,0,11.5
"060379173043000572900","08000US060379173043000572900","Census Tract 5729, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5729, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005607",,,,,"06","037","91730","43000","0643000","572900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366,1146,2402,2086,1296,790,139,0,0,51,0,126,86.84,53.96,32.89,5.79,0,0,2.12,0,5.25
"060379173043000573002","08000US060379173043000573002","Census Tract 5730.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5730.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005608",,,,,"06","037","91730","43000","0643000","573002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1181,1088,1435,950,806,144,266,0,113,88,18,0,66.2,56.17,10.03,18.54,0,7.87,6.13,1.25,0
"060379173043000573003","08000US060379173043000573003","Census Tract 5730.03, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5730.03, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005609",,,,,"06","037","91730","43000","0643000","573003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,1131,874,497,453,44,116,0,54,45,0,162,56.86,51.83,5.03,13.27,0,6.18,5.15,0,18.54
"060379173043000573004","08000US060379173043000573004","Census Tract 5730.04, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5730.04, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005610",,,,,"06","037","91730","43000","0643000","573004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638,1105,1770,1429,1143,286,194,0,0,63,0,84,80.73,64.58,16.16,10.96,0,0,3.56,0,4.75
"060379173043000573100","08000US060379173043000573100","Census Tract 5731, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5731, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005611",,,,,"06","037","91730","43000","0643000","573100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2529,1141,3073,2643,2207,436,241,0,14,94,15,66,86.01,71.82,14.19,7.84,0,0.46,3.06,0.49,2.15
"060379173043000573201","08000US060379173043000573201","Census Tract 5732.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5732.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005612",,,,,"06","037","91730","43000","0643000","573201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411,1153,1629,1219,1101,118,217,0,17,88,27,61,74.83,67.59,7.24,13.32,0,1.04,5.4,1.66,3.74
"060379173043000573202","08000US060379173043000573202","Census Tract 5732.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5732.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005613",,,,,"06","037","91730","43000","0643000","573202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641,1021,1976,1800,1478,322,68,11,0,61,0,36,91.09,74.8,16.3,3.44,0.56,0,3.09,0,1.82
"060379173043000573300","08000US060379173043000573300","Census Tract 5733, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5733, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005614",,,,,"06","037","91730","43000","0643000","573300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117,1203,1314,1048,801,247,77,0,0,38,32,119,79.76,60.96,18.8,5.86,0,0,2.89,2.44,9.06
"060379173043000573403","08000US060379173043000573403","Census Tract 5734.03 (part), Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5734.03 (part), Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005615",,,,,"06","037","91730","43000","0643000","573403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,70,47,23,24,0,0,0,0,0,23,67.14,32.86,34.29,0,0,0,0,0,32.86
"060379173043000573601","08000US060379173043000573601","Census Tract 5736.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5736.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005616",,,,,"06","037","91730","43000","0643000","573601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2335,2251,2872,2669,2313,356,35,16,0,41,0,111,92.93,80.54,12.4,1.22,0.56,0,1.43,0,3.86
"060379173043000573700","08000US060379173043000573700","Census Tract 5737 (part), Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5737 (part), Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005617",,,,,"06","037","91730","43000","0643000","573700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207,2292,1729,1646,1459,187,46,0,13,0,0,24,95.2,84.38,10.82,2.66,0,0.75,0,0,1.39
"060379173043000573800","08000US060379173043000573800","Census Tract 5738, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5738, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005618",,,,,"06","037","91730","43000","0643000","573800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570,2155,2163,2076,1982,94,0,13,0,0,0,74,95.98,91.63,4.35,0,0.6,0,0,0,3.42
"060379173043000573902","08000US060379173043000573902","Census Tract 5739.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5739.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005619",,,,,"06","037","91730","43000","0643000","573902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929,1253,1016,972,954,18,13,0,0,0,9,22,95.67,93.9,1.77,1.28,0,0,0,0.89,2.17
"060379173043000574000","08000US060379173043000574000","Census Tract 5740, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5740, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005620",,,,,"06","037","91730","43000","0643000","574000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986,1804,2653,2426,2205,221,71,0,12,13,0,131,91.44,83.11,8.33,2.68,0,0.45,0.49,0,4.94
"060379173043000574100","08000US060379173043000574100","Census Tract 5741, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5741, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005621",,,,,"06","037","91730","43000","0643000","574100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969,1505,2537,2265,2049,216,70,0,14,8,11,169,89.28,80.76,8.51,2.76,0,0.55,0.32,0.43,6.66
"060379173043000574201","08000US060379173043000574201","Census Tract 5742.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5742.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005622",,,,,"06","037","91730","43000","0643000","574201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,1825,1758,1494,1288,206,54,0,13,33,24,140,84.98,73.27,11.72,3.07,0,0.74,1.88,1.37,7.96
"060379173043000574202","08000US060379173043000574202","Census Tract 5742.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5742.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005623",,,,,"06","037","91730","43000","0643000","574202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766,1526,933,902,836,66,11,0,9,11,0,0,96.68,89.6,7.07,1.18,0,0.96,1.18,0,0
"060379173043000574300","08000US060379173043000574300","Census Tract 5743, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5743, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005624",,,,,"06","037","91730","43000","0643000","574300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2176,1322,2955,2869,2803,66,38,0,0,0,0,48,97.09,94.86,2.23,1.29,0,0,0,0,1.62
"060379173043000574400","08000US060379173043000574400","Census Tract 5744, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5744, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005625",,,,,"06","037","91730","43000","0643000","574400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969,2268,2430,2238,2069,169,0,27,12,29,14,110,92.1,85.14,6.95,0,1.11,0.49,1.19,0.58,4.53
"060379173043000574500","08000US060379173043000574500","Census Tract 5745, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5745, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005626",,,,,"06","037","91730","43000","0643000","574500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,1942,3045,2725,2411,314,71,0,12,115,0,122,89.49,79.18,10.31,2.33,0,0.39,3.78,0,4.01
"060379173043000574601","08000US060379173043000574601","Census Tract 5746.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5746.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005627",,,,,"06","037","91730","43000","0643000","574601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,721,423,348,75,15,0,46,237,0,0,58.67,48.27,10.4,2.08,0,6.38,32.87,0,0
"060379173043000574602","08000US060379173043000574602","Census Tract 5746.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5746.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005628",,,,,"06","037","91730","43000","0643000","574602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574,2043,381,296,277,19,0,5,0,17,0,63,77.69,72.7,4.99,0,1.31,0,4.46,0,16.54
"060379173043000574700","08000US060379173043000574700","Census Tract 5747, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5747, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005629",,,,,"06","037","91730","43000","0643000","574700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
"060379173043000574800","08000US060379173043000574800","Census Tract 5748, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5748, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005630",,,,,"06","037","91730","43000","0643000","574800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556,1144,1505,1290,1159,131,28,12,35,67,20,53,85.71,77.01,8.7,1.86,0.8,2.33,4.45,1.33,3.52
"060379173043000574901","08000US060379173043000574901","Census Tract 5749.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5749.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005631",,,,,"06","037","91730","43000","0643000","574901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458,1909,1764,1667,1516,151,28,0,0,48,6,15,94.5,85.94,8.56,1.59,0,0,2.72,0.34,0.85
"060379173043000574902","08000US060379173043000574902","Census Tract 5749.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5749.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005632",,,,,"06","037","91730","43000","0643000","574902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955,1669,2358,1950,1789,161,121,36,87,100,0,64,82.7,75.87,6.83,5.13,1.53,3.69,4.24,0,2.71
"060379173043000575001","08000US060379173043000575001","Census Tract 5750.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5750.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005633",,,,,"06","037","91730","43000","0643000","575001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748,1710,2190,1927,1823,104,66,0,55,55,6,81,87.99,83.24,4.75,3.01,0,2.51,2.51,0.27,3.7
"060379173043000575002","08000US060379173043000575002","Census Tract 5750.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5750.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005634",,,,,"06","037","91730","43000","0643000","575002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,1657,2337,2024,1792,232,34,0,45,25,0,209,86.61,76.68,9.93,1.45,0,1.93,1.07,0,8.94
"060379173043000575101","08000US060379173043000575101","Census Tract 5751.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5751.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005635",,,,,"06","037","91730","43000","0643000","575101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591,1141,2109,1663,1437,226,306,0,33,45,62,0,78.85,68.14,10.72,14.51,0,1.56,2.13,2.94,0
"060379173043000575102","08000US060379173043000575102","Census Tract 5751.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5751.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005636",,,,,"06","037","91730","43000","0643000","575102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313,1031,1526,1092,926,166,158,0,17,170,29,60,71.56,60.68,10.88,10.35,0,1.11,11.14,1.9,3.93
"060379173043000575103","08000US060379173043000575103","Census Tract 5751.03, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5751.03, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005637",,,,,"06","037","91730","43000","0643000","575103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2115,1221,2380,1742,1442,300,286,0,59,119,48,126,73.19,60.59,12.61,12.02,0,2.48,5,2.02,5.29
"060379173043000575201","08000US060379173043000575201","Census Tract 5752.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5752.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005638",,,,,"06","037","91730","43000","0643000","575201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512,1108,1821,1378,918,460,245,0,0,149,0,49,75.67,50.41,25.26,13.45,0,0,8.18,0,2.69
"060379173043000575202","08000US060379173043000575202","Census Tract 5752.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5752.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005639",,,,,"06","037","91730","43000","0643000","575202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251,1132,1857,1511,1194,317,184,0,12,86,24,40,81.37,64.3,17.07,9.91,0,0.65,4.63,1.29,2.15
"060379173043000575300","08000US060379173043000575300","Census Tract 5753, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5753, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005640",,,,,"06","037","91730","43000","0643000","575300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1391,990,1702,1101,729,372,316,0,72,107,37,69,64.69,42.83,21.86,18.57,0,4.23,6.29,2.17,4.05
"060379173043000575401","08000US060379173043000575401","Census Tract 5754.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5754.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005641",,,,,"06","037","91730","43000","0643000","575401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255,985,1954,1288,900,388,510,49,19,43,25,20,65.92,46.06,19.86,26.1,2.51,0.97,2.2,1.28,1.02
"060379173043000575402","08000US060379173043000575402","Census Tract 5754.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5754.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005642",,,,,"06","037","91730","43000","0643000","575402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059,968,1077,751,571,180,174,0,25,79,29,19,69.73,53.02,16.71,16.16,0,2.32,7.34,2.69,1.76
"060379173043000575500","08000US060379173043000575500","Census Tract 5755, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5755, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005643",,,,,"06","037","91730","43000","0643000","575500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,100,0,0
"060379173043000575801","08000US060379173043000575801","Census Tract 5758.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5758.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005644",,,,,"06","037","91730","43000","0643000","575801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721,1005,865,607,468,139,182,0,0,51,0,25,70.17,54.1,16.07,21.04,0,0,5.9,0,2.89
"060379173043000575802","08000US060379173043000575802","Census Tract 5758.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5758.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005645",,,,,"06","037","91730","43000","0643000","575802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780,1006,2002,1431,991,440,299,0,69,162,23,18,71.48,49.5,21.98,14.94,0,3.45,8.09,1.15,0.9
"060379173043000575803","08000US060379173043000575803","Census Tract 5758.03, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5758.03, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005646",,,,,"06","037","91730","43000","0643000","575803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184,806,974,621,493,128,278,0,10,52,0,13,63.76,50.62,13.14,28.54,0,1.03,5.34,0,1.33
"060379173043000575901","08000US060379173043000575901","Census Tract 5759.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5759.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005647",,,,,"06","037","91730","43000","0643000","575901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438,1118,1571,1101,885,216,320,0,45,88,0,17,70.08,56.33,13.75,20.37,0,2.86,5.6,0,1.08
"060379173043000575902","08000US060379173043000575902","Census Tract 5759.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5759.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005648",,,,,"06","037","91730","43000","0643000","575902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2940,908,2525,1668,1471,197,421,41,34,273,23,65,66.06,58.26,7.8,16.67,1.62,1.35,10.81,0.91,2.57
"060379173043000576001","08000US060379173043000576001","Census Tract 5760.01 (part), Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5760.01 (part), Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005649",,,,,"06","037","91730","43000","0643000","576001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3238,1530,3102,2174,1911,263,266,0,28,373,57,204,70.08,61.61,8.48,8.58,0,0.9,12.02,1.84,6.58
"060379173043000576200","08000US060379173043000576200","Census Tract 5762, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5762, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005650",,,,,"06","037","91730","43000","0643000","576200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2940,1049,3158,2180,1745,435,487,0,70,348,35,38,69.03,55.26,13.77,15.42,0,2.22,11.02,1.11,1.2
"060379173043000576301","08000US060379173043000576301","Census Tract 5763.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5763.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005651",,,,,"06","037","91730","43000","0643000","576301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723,1110,1834,1100,1014,86,321,0,13,201,38,161,59.98,55.29,4.69,17.5,0,0.71,10.96,2.07,8.78
"060379173043000576302","08000US060379173043000576302","Census Tract 5763.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5763.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005652",,,,,"06","037","91730","43000","0643000","576302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,1009,1162,841,618,223,240,0,0,16,0,65,72.38,53.18,19.19,20.65,0,0,1.38,0,5.59
"060379173043000576401","08000US060379173043000576401","Census Tract 5764.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5764.01, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005653",,,,,"06","037","91730","43000","0643000","576401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346,1015,1654,1202,911,291,152,4,62,176,0,58,72.67,55.08,17.59,9.19,0.24,3.75,10.64,0,3.51
"060379173043000576402","08000US060379173043000576402","Census Tract 5764.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5764.02, Long Beach city, Long Beach-Lakewood CCD, Los Angeles County, California","ca","080","00","ACSSF","0005654",,,,,"06","037","91730","43000","0643000","576402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404,1064,1542,1142,880,262,255,0,4,31,17,93,74.06,57.07,16.99,16.54,0,0.26,2.01,1.1,6.03
